title,product,rating,text,rew_body,reviews
Datacomm 45-0060 5.1 Surround Sound  (White),Electronics,5,This item cleans up messy cables and makes it look professional. I'm going to buy anther real soon. Good build,0.1027,positive
Sennheiser Headphones,Electronics,5,"good disign, and works very well. The sound is perfect.",0.8399,positive
Audio-Technica ATH-ANC7B QuietPoint Active Noise-Cancelling Closed-Back Headphones,Electronics,5,"I bought these AT headphones for my wife primarily to help her cope with a couple of long overseas plane trips.  She loved them!  They almost completely block out crying babies, yacking passengers plus that constant airplane roar that wears you out.  Plus she found them comfortable even after hours of use.  I'm slightly jealous because they perform better than a more expensive brand I bought myself a couple years ago.",0.6257,positive
"Belkin 6-Outlet Commercial Power Strip Surge Protector with 8-Foot Cord and Rotating Plug, 720 Joules (BE106000-08R)",Electronics,5,Works just like it should.  Love the swivel plug-in.,0.7717,positive
Motorola L5550 Wireless Numeric Pager with 40 Message Memory (Black),Electronics,4,I thought that pagers were dead.  I was wrong!  This baby is a little jewel.  It has A'LOT OF NEAT BELLS AND WHISTLES!  Worth the investment.,-0.2833,negative
Monster M-Series 850 Subwoofer Cable,Electronics,4,"The Monster M850 SW-12 that I ordered came without a hexmesh jacket. Besides this it is completely identical in all qualities to the previous M850 SW-12 sub cable which I had purchased at best buy 4 years ago. The sound quality is superior to the other subwoofer cables I have tried. Connections to LFE RCA jacks are very tight and secure. This cable delivers tighter and deeper bass with more clarity and slightly greater volume than all competitors, with the possible exception of audioquest.",0.9389,positive
BCAPTURE DC60 - USB 2.0 Video Capture Adapter with Video Editing Software,Electronics,2,I couldn't understand how to get this thing to work so I just gave up on it. Its sitting in an empty bag somewhere.,-0.2023,negative
Sony RDPX200IPN Lightning iPad/iPhone/iPod Bluetooth Wireless Speaker Dock (Discontinued by Manufacturer),Electronics,5,I have used this machine everyday for the past month with no problem.<br /><br />I have used my iPhone and Mac to connect via Bluetooth and it has worked seamlessly. I love that the little remote that comes with it can forward songs even in apps like Pandora.<br /><br />Every once in awhile there will be some interference that causes the sound to skip but that usually only lasts about 20-30 seconds. The sound quality is great!,0.8655,positive
"Bluetooth Speaker, DKnight Magicbox Ultra-Portable Wireless Bluetooth Speaker Powerful Sound with build in Microphone, Works for Cellphone",Electronics,2,Not as I expected  it.... I read many  of the  5 start re views and I trusted  them...I should not go with those 5 start  reviews,0.4767,positive
Onkyo Integrated Stereo Amplifier,Electronics,5,it soung clear like people rate it on amazon ...,0.7003,positive
Ultimate Ears Super.fi 5 Pro Earphones,Electronics,5,"I have to admit, I am a movie/music buff. Day in, day out - I travel on the trains or buses to get to work and a good set of headphones is the most important thing for me to make my everyday journey bearable. Would you believe if I told you that I have over 6 pair of headphones from various companies lying around, some more expensive than others. My biggest problem with in ear headphones is that after a short period of moving around with them, they can lose their grip with your ear canal and start to slide out bit by bit (maybe it is my ear??). This lets the outside noise creep in and spoils the whole experience.    Enter the realm where the voices are crisp and clear, the base thumpy and the earphones never lose their snug fit once you insert them into your ear canal correctly. Logitech's UE SuperFi 5 Pro headphones are the best. I can't recommend them enough even though their price is a bit on the high side. Once you buy these, you will not want to buy another set of headphones. EVER! Even the cord is made out of strong material to withstand bends, turns etc. so the last longer and provide more bang for your buck.    If you are buying these, I don't think I have to let you know that all the professional singers, musicians etc. use this particular brand of headphones. Now, that says something. Go ahead, treat yourself and buy a pair! I guarantee that you will be JUMPING WITH JOY when listening to your music ;-)",0.967,positive
Addao® 5 in 1 Multifunction MHL Micro USB MHL To HDMI HDTV Adapter Connection Kit and OTG Card Reader For Samsung Galaxy S3 SIII i9300 / S4 SIV i9500 / Note 2 II N7100 / Note 3 III N9000 N9002 N9005 N9006 N9008 N9009 / HTC One----White,Electronics,3,"I almost gave this a one star but with the condition of my phone, I wasn't sure if the phone or this device was the issue. My Galaxy S4 digitizer is non functioning and the front glass has a long crack behind the glass (not on top). My phone is code locked and I needed some way to get some files off before sending it out for repair. I did manage to unlock the phone with a keyboard and a different, simple USB interface cable. This allowed me access to the phone's memory via my laptop. However, I wanted to view additional content of the phone (work email, etc.) and delete as necessary, so I ordered this device. I could never get the HDMI to work. The USB mouse did power up but I have no idea if it was functional since I could not see the screen on my TV. I tried all options, applying power to this device, plugging in cables first, then last, pressing the white button, etc., etc. Sending this back. No room in my junk box for something that didn't work.",-0.8373,negative
"Mediabridge ULTRA Series HDMI Cable (3 Foot) - High-Speed Supports Ethernet, 3D and Audio Return [Newest Standard]",Electronics,5,When I needed a quality HDMI connector to hook up my new Mac Mini to a super-sized monitor I ordered this cable and it lived up to expectations. A perfect connection.,0.5719,positive
Sony ICFC414 Clock Radio (Discontinued by Manufacturer),Electronics,3,"I found out replacing my old AIWA alarm radio with its 2 alarm settings was not possible.<br /><br />This Sony is cheap, and that is the only reason I didn't send it back. One alarm turns on the radio, the other alarm plays a piercing piccolo tune which is highly unpleasant. The automatic setting of the time did not work very well as when Daylight Savings Time started, I set the clock forward & the clock set itself back, causing me to be late for work, (I had to set the time zone to one we are not in so to get it to work correctly). My old alarm allowed me to tell at a glance which alarm was set or off, I have to physically touch this one or anyhow get within arm's reach so to see the little indicators.<br /><br />The display is easily seen. The built-in battery works, (so far), so when the power goes out the clock does not lose time. It keeps good time.",-0.8468,negative
Xtrememac Portable Stereo Speaker with Dock for iPod,Electronics,4,"Pretty good sound. Only caution is that if you have a lifeproof cover, this will not work unless you remove from your phone.",0.7269,positive
12 feet 3.5mm 1/8-Inch Male Mini Plug Stereo Audio Cable,Electronics,4,We purchased it to connect speakers to a Mac computer.  They somehow did not fit in the Mac receptacle but they work on everything else. I am keeping them for another project.,-0.1419,negative
Onkyo TX-NR616 7.2- Channel Network A/V Receiver (Discontinued by Manufacturer),Electronics,5,"I purchased the Onkyo TX-NR616 to replace another, older Onkyo receiver that was toasted by a power outage and large power surge. I am more than satisfied with the new TX-NR616. It is feature rich and, relatively easy to setup and use. The only negative is that I had to print out the 200 page manual, whereas Onkyo used to provide a printed manual. And a printed manual is a necessity to get acquainted with all the bells and whistles of this fine receiver. I would definitely buy it again. BTW, the TX-NR616 is last year's model, was clearance priced and has been replaced by the TX-NR616.",0.8617,positive
Skullcandy INK'd Earbuds,Electronics,4,"For a $15 pair of earbuds, the Ink'd are the best value on the market.  They will fall short of earbuds in the $100 range, no doubt.  And they should.  But they provide respectable, clear sound.  No booming base.  Try the Dr. Dre Beats if that is what you need, but be prepared to pony up another $85.  The construction on the Ink'd earbuds, however, is something the Beats and many other phones could take lessons from.  The Ink'd are solid in build with a thick cord that does not lend itself to tangling.  They are comfortable and light weight.  Get a pair to throw in the bottom of your purse or backpack.",0.9372,positive
JAM Plus Portable Speaker 2-Pack,Electronics,4,These sound very good & were easy to pair. I used them with the bluetooth to connect to my iPAD - they work well have good sound & tone.,0.8777,positive
Avery Heavy-Duty View Binder,Electronics,5,I really was not expecting much from this product at all. Being so small it was quite powerful. Our rooms in our house are on the small size maybe that helped. Don’t know don’t care-they sounded great! Set up was a breeze too-I was expecting something that was going to take me hours to figure out but that was not the case as far as this product was concerned. I noticed they have one in a blue color too which I did not care for but my son thought was real cool so it might be on Santa’s list this year. Tried it in several rooms and the sound was always good including the basement which was a nice surprise because the kids are down there so much.<br /><br />Would recommend!,0.9527,positive
NAXA Electronics Portable CD Player with AM/FM Stereo Radio,Electronics,1,Very disappointed. Got it as a gift for 2015 Christmas and the CD player would not play!!! Radio worked. Waste of money.,-0.7355,negative
"Belkin 6-Outlet Home and Office Power Strip Surge Protector with 4-Foot Power Cord, 720 Joules (BE106000-04)",Electronics,5,"Seems to do its job.  Not sure if there's been any power surges, but I've had this for a few years and all my electronics are fine.  It's still chugging along after all this time.  :)",0.6926,positive
Digital Audio Optical Cable 1.5m / 5ft for Best Sound Quality,Electronics,4,"Great alternative to coaxial or standard RCA type hook-ups , especially if you have more than one kind of audio system .",0.6249,positive
"Belkin 6-Outlet Home and Office Power Strip Surge Protector with 4-Foot Power Cord, 720 Joules (BE106000-04)",Electronics,5,"excellent, however, i am not certain how to test the surge protection other than i have not had any issues.  the outlets are well spaced which works for my use since i have large unit to plug into the outlets.  i bought 3 all together after the first was delivered.",0.6106,positive
V-MODA Vibe Earbuds,Electronics,5,"This is an excellent product in my opinion. The sound quality is excellent,they are comfortable, and you can not beat the price. All in all a winning combination. I would and have recommended them to my friends.",0.936,positive
JBL On Stage Speakers for iPod,Electronics,2,"I bought this to replace my stereo speakers but was sorely disappointed.  I sometimes like to listen to music loud...at least to hear it from room to room (i live in a small one bed), but this is not the speaker set for me.  There is no volume in it.   <br /> <br />The upside...it looks great. And I didn't have any problems with it shorting out.   <br /> <br />I recommend that instead of spending $100 on this, readers head to Walgreens and pick up the cd walkman portable speakers for $10.  Same quality sound/volume from what I heard.",0.8437,positive
Sound Clarity Active Noise Canceling Headphones,Electronics,5,"I have owned these headphones for about a year.  I have compared them to the top of the line Bose and Beats by dre, for the price these are outstanding headphones and they compete very well against the best. If I had to buy another set of headphones for my wife I would by these.",0.908,positive
Monoprice 108153 Pigtail HDMI Splitter,Electronics,5,"Very easy to install, however it does require a plug to power the device.  I use this to display my cable box on two TVs and it works great.",0.807,positive
Panasonic ErgoFit In-Ear Earbud Headphone,Electronics,4,"blocks out noise, fits perfect in my small ears, does not hurt like many others do. I would buy these again.",0.5371,positive
Logitech 982-000074 UE 4000 Headphones,Electronics,5,"I love them!  They're comfortable, have great sound, fit nicely around the back of the head.  The purple was a plus for me since it makes them easier to locate.  I would gladly buy them again and/or give them as a gift.",0.9761,positive
Amamax Wall Adapter Power Supply,Electronics,5,Works great.,0.6249,positive
Pioneer SC-1323-K 7.2-Channel Network Receiver,Electronics,4,"I got a great deal on this reciever through the Amazon Wharehouse ($400).  It absolutely blows the old Integra reciever it replaced away (which I got rid of because of lack of HDMI input/output).  It does do 3D passthrough without a hitch.  My TV is just under 4K and everything had gone through on the video side without any issues.  I am using all 9 amplified channels at times, 7 for surround sound a two speakers in an adjoining \\""poker' room at times as Speaker B when we're streaming pandora while playing cards.  I have not been able to figure out how to adjust volumes on speaker A versus B separately.  I initially also had an amp for the \\""poker\\"" room and could not for the life of me figure out how to use Zone 2 for the sound output and I am not sure if I am just too dense to understand the complicated manual and set up menu or if something is wrong with my amp (there may be so this might not be the receiver's fault).  Also, while the reciever can play Pandora, it seems to have interruptions to the stream much more than if I play Pandora on my iPhone and use Airplay to stream.  So bottom line is performance wise this is 5 stars (other than the Pandora streaming issue) and figuring out the unfortunately not included 200 page manual is like trying to study greek.  I really think they should at least include a simple language quick start guide in actual paper.  It's also horribly awkward to try to enter text for your username/password for Pandora and the entire user interface is just poorly designed in my opinion, even for a receiver.",-0.2874,negative
Koss Porta Pro On Ear Headphones with Case,Electronics,1,"I guess I was expecting too much. They are very small, at least compared to what I thought they'd be. I can barley get them to fit my big head. I have a $4 pair of Koss headphones that are more comfortable and fit better. They sound like garbage. Yeah, they have bass, but it sounds muffled. Where are the highs and mids. Middle range sound is most important in my book and these headphones have a terrible mid range. Bass is good for irritating you after a while and helping you get hearing damage. The reviews on this product make me wonder if these people have ever tried on a good pair of headphones, not just bass headphones.<br />I'm done buying headphones that I don't try on first. $40 in the toilet.",0.7856,positive
VideoSecu ML411B Adjustable Tilt Swivel Rotation TV Wall Mount Bracket for LCD LED TV and Monitor Black 1FF,Electronics,5,"Simple TV mount, went up easy, holding strong so far",0.7351,positive
"Pyle WiFi Sound Bar Speakers - Sound Base -  2.0-Channel Home Theater Speaker System, - USB/SD/MP3 Readers - Black (PSBV210WIFI)",Electronics,5,Was so happy with this unit I bought a second one for the shop.,0.6115,positive
Apple iPod 20 GB White,Electronics,5,"This item does not ship within the time specified. Mine was ordered with a \\""usually ships within 24 hours\\"" notification. It has now been two weeks. One update said it would not ship for a month. Now two weeks. I wish Amazon.com would put up correct delivery information. This feels like a bait and switch practice. I love Amazon but for this product, they seem more concerned with getting you committed than with providing excellent customer service and delivery times.",0.9224,positive
"Spiderman Kid Safe Over the Ear Headphone w/ Volume Limiter, Styles May Vary (30344)",Electronics,5,Exactly as pictured. Great quality and delivered when expected!,0.6588,positive
UPG D5779 Sealed Lead Acid Batteries,Electronics,4,"Items received earlier than expected, worked perfectly fine.  I was thoroughly satisfied with this product.  WIll do business again with this vendor.",0.8439,positive
JVC High Quality Headphones,Electronics,5,I've had this headphone before and lost it during a trip to Europe.  JVC has made this lightweight foldable headphone for travelers like me.  The noise reduction design works well when I listen to music or watch movies in the airplane.  No need to buy $100 + headphones unless you want to be fancy.,0.1027,positive
Atlantic 74735681 Summit Media Storage Cabinet (Maple) (Discontinued by Manufacturer),Electronics,5,"If you have a decent amount of DVDs and/or Blu-rays and just want something plain to store them in, this is an excellent choice. It's not too fancy, sure, but that's not really its point. It's also rated for CDs but, well, I don't have any, but I'm sure it'd work for those as well. It's less deep than I thought, but it's sufficient -- most DVDs will go against the back of the cabinet and will go all the way up to the end of the shelf. Some will go a little over and some will go a little under, but it's nothing to worry about. I would have liked maybe another half-inch, but it's no reason to not buy it. The unit includes six shelves that can be placed in adjustable locations (in addition to the two shelves and the bottom of the unit, which cannot be moved). This gives you a potential 9 shelves for storage, but if you want all 9, the height is limited to about that of a CD. If you want to fit DVDs, you'll only be putting in 3 of the adjustable shelves, giving you a total of 6 shelves.<br /><br />As for putting it together, it's very simple and the instructions are very clear. All of my parts were in excellent condition and everything fit as it should. The cabinet requires a Phillips head screwdriver and a hammer (neither is included) to put it together, though the hammer is only used for the 34 small nails to secure the cardboard backing to the wood.<br /><br />It's clear looking in the pictures now, but I couldn't tell beforehand -- the very bottom of the cabinet extends out from the unit, most likely for potential balancing issue. The unit also includes a couple of brackets to secure it to the wall, but unless you have small children, I don't think this is necessary.<br /><br />So all in all, you can see what you're getting, but you're also getting what appears to be excellent quality and simple construction, especially for the price.",0.9937,positive
Clip Plus 4 GB MP3 Player (Black),Electronics,2,First let me say I have bought at least 25 of these during the past 10 years and the quality used to really impress me. I have sent a couple through the washing machine (some years ago) and had them work flawlessly with a little time to dry off.  This latest purchase though has me convinced I won't buy another. I have found on a popular auction site I can still get the Creative Zen Stone for about the same amount. I won't bother with these again.  I wore it on a walk in the rain and got it a tad damp and it stopped working entirely; compare that to having them work flawlessly after a couple washes I am pretty sure as with all other devices these have deteriorated in quality.  This is the last one I will buy I literally got less than 2 hours of play before it broke.,0.9547,positive
Kinivo HDMI Switch 301BN Premium 3 Port Wireless Remote & AC Power Adapter,Electronics,5,I gave a three day lecture and switched multiple times between DVD and PowerPoint.  This switcher never missed a beat.  Buy it you will like it!,0.569,positive
Philips Rich Bass Neckband Headphones,Electronics,1,Less than a month into owning them the left ear decided not to work so that kinda sucks. They were nice workout headphones while I had them..,0.0847,positive
JLab JBuds Hi-Fi Noise-Reducing Ear Buds with Universal Microphone,Electronics,5,"These were bought for primarily my phone, however I use them with the laptop and other devices. They look great and they sound good too. Perfect for my use... not high quality... however I did not need the best. I really like them. Very satisfied.",0.9219,positive
Panasonic ErgoFit In-Ear Earbud Headphone,Electronics,3,Nice but a bit small for me to handle in my old age,0.2263,positive
JBuds Rugged Metal In-Ear Earbuds Style Headphones with Travel Case,Electronics,4,"I've had this for a year now, and the sound quality is great. They look pretty awesome too, many people confuse it for beats. Iff your ears can support the extra large double flange tips (they give you 7 sets!), try it out-the bass is unbelievable. Compared to my skullcandy's and sony's, this is a big step up. It also comes with this nifty case, though I don't really use it much. I would use it if only it was a bit bigger or if I had a smaller mp3 player, but my iPod touch can't fit in it, so there's really no use for me to use that case.<br /><br />However, it's not as durable as you would think-it looks really strong, with the thick wires and stuff, but mine lasted for around half a year before one side went out. However, JLab's customer service is awesome, and they replaced it hassle free. This is much better than skullcandy, where you have to send in your old pair in exchange for a new one, and it's one of the reasons I pick JLab.<br /><br />There is one flaw with this headphone though: it's heavy. Probably because of all the reinforcements they added to the wire. That's why there's plenty of people complaining about the earbuds falling out. They do include a clip though, and if you clip it on right, it takes the weight off and gives it more support.",0.9771,positive
Sennheiser Wireless Surround Sound Headphones,Electronics,4,"I really like the product.  I was dissapointed when it arrived in bubblewrap inside an Amazon box instead of in original packing.  Mine was refurbished even though when I bought it, it said \\""brand new\\"" and that it hadn't been opened.  Product works great, though.",0.8718,positive
Olympus AC-3 AC Adapter,Electronics,3,"Its massively expensive for what it is, but if you have the battery grip and need unlimted power say for timelapse it's essential.",0,neutral
ER 6FT 3.5mm Mini Plug to RCA Hook Computer To Stereo 6 FT,Electronics,5,It was exactly what I needed to bring music to my newly rented apartment now I can listen to my favorite music for my phone thank you,0.6705,positive
"Yamaha NS-AW150BL 2-Way Outdoor Speakers (Pair, Black)",Electronics,3,I am searching for a set of speakers to placed in a press box at our local baseball diamond. It is not a big fancy diamond by no means but a nice ball park. Would these speakers be plenty loud enough for announcing the ball game and playing some music between innings? Plz reply here or email me justinwarford@gmail.com. Thanks for your help! I would be hooking them up to a 100 watt phonics amp/mixer combo.,0.9417,positive
iHip DJ Style Rasta Headphones - Red/Yellow/Green/Black,Electronics,5,DONT BUY THESE HEAD PHONES THERE A PIECE OF SHIT. THEY'RE REALLY FRAGILE AND TO MAKE THEM BIGGER YOU NEED ALOT OF FORCE WHICH BRAKES IT SO YOU HAVE TO RETURN THEM. SO TRUST ME WITH ANOTHER 5-10 DOLLARS YOUR CAN GET A GOOD PAIR OF SEINHEISERS OR FOR 30 DOLLARS YOU CAN GET A PAIR OF SKULL CANDY HESH AT A SITE CALLED 6PM.COM TRUST ME DONT BUY,0.8862,positive
Monoprice 104779 15-Feet Premier Series XLR Male to RCA Male 16AWG Cable,Electronics,5,Excellent product and seller.,0.5719,positive
Universal Remote Control MX-450 Custom Programmable Remote Control with On-Screen Macro Editing.,Electronics,5,"Easy to use, once it's set up! It's nice to put all the other controllers away and just deal with one!",0.7418,positive
"C&E Mini_Dis-HDMI-CB6 Mini DisplayPort to HDMI Adapter Cable, 6 feet",Electronics,4,"It worked with my TV, and it worked with my external monitor.  I like how it is just a wire, no extra connections required.  Nice price too.",0.4767,positive
"Monoprice Hook & Loop Fastening Tape 5 yard/roll, 0.75-inch - Black (105828)",Electronics,5,Very nice and did the job it was supposed to do,0.4754,positive
"Mediabridge ULTRA Series HDMI Cable (3 Foot) - High-Speed Supports Ethernet, 3D and Audio Return [Newest Standard]",Electronics,4,"Giving this product 4 stars because 2 out of the 3 cables I ordered were defective. Otherwise, I love the look and nice materials used.",0.7579,positive
AmazonBasics High-Speed HDMI Cable and Digital Audio Optical Cable 2-Pack - 6-Feet (1.8 Meters),Electronics,5,no problems. cannot tell the difference between more expensive cables and these. i would definitely order more if i had the need.,0.607,positive
urBeats In-Ear Headphone - White,Electronics,1,Stopped working after a few months,-0.2263,negative
QFX J48URD Speaker (1),Electronics,2,Antenna need help bad getting on a station.,-0.2023,negative
"Mount-It! Full Motion TV Mount, Articulating, for LCD/LED Wall Mount Bracket with Swing Out Arm for 32"" - 60"" Flat Screens, Up to VESA 750x450,175 lb Capacity, Black (MI-319B)",Electronics,5,"I bought this for a 60\\"" Samsung television, as I wanted to mount it in the corner of the living room.  I liked the idea the swing pin was in the corner of the unit, which makes it perfect for the corner.  It was simple to mount and install - the only suggestion I would have for anyone mounting one - make sure and use an actual level to level the frame to the wall.  The level that is part of the frame was off by 1/4\\"" of being level.  Other than that, the TV hangs well and looks great.  I would buy another one if the application arose again.",0.9325,positive
"VideoSecu Tilt TV Wall Mount Bracket for most 37 to 70-Inch LCD LED Plasma Screen Display up to VESA 400X400 684X300 700X400mm with HDMI cable, Bubble Level MP502B 3KR",Electronics,4,This is my second videosecu mount. Both have been easy to install and use. If you need the instructions keep in mind that the translation is weak and you may need different size bits and wrenches than described. It otherwise works great for our forty inch led and doesn't distort. Not certain how it would be for a large heavy set bur I don't have any worries that our screen is secure,0.8859,positive
RCA Male Plug to RCA Male Plug Audio Coupler Adapter (Pack of 10),Electronics,5,Misplaced mine used with my wood burner.  Now I have lots!,0,neutral
Blimark Direct DB4 Multi-Directional HDTV Antenna (Discontinued by Manufacturer),Electronics,4,"Good reception. Installed in attic. Have had digital freeze of picture, or weaking of the siginal. This hasn't happened often. Good picture 98% of the time.I live 23 miles, in a hilly area, away from the farthest station. I would recommend this attenna.",0.4929,positive
Logitech Harmony 1100 Universal Remote with Color Touch Screen (Discontinued by Manufacturer),Electronics,4,"The strongest feature about this remote is its ability to be upgraded.  While many universal remotes that are coming out tote this type of feature, Logitech is a brand that really stays on top of things and they even allow you to configure a remote manually to the harmony if it isn't in their database.  The touch screen and activities you can program (play a game, watch a dvd, etc) really make working your home theater system a snap.  It does most things by itself and asks very simple questions to get the activities customized.  The look and feel of the remote really ring true with how a remote should fit in your hands.  It's just great to use and the backlighting makes it wonderful in a dark room.    But, there are areas I feel it could do better in.  As great as it is with keeping up to date on devices, it would be nice if you didn't have to plug it in to the PC every time you wanted to modify or add a device/activity.  Also, I wish there were a better way of providing the buttons of a particular remote visually.  For instance, some universals actually mimic the display of the remote you are controlling where as the Harmony 1100 simply displays all of the available inputs in pages of 9 buttons, showing them alphabetically.  I still have to play with it more to see how much customizing you can do with each device interface, but from what I can tell, you're kind of stuck with dealing with the pages of buttons.  However, I did notice that on particular models like a DVD player or PS3 player, it has a simple interface of movie controls (play, pause, ffd/rev, etc) so that is a plus.  Also, for as much money as you sink into this thing, it would be amazing to have a hybrid unit that does Bluetooth and/or RF as well as IR considering how prevalent these signals are becoming in modern electronics.  Perhaps in the next model...  Also, it does stink a bit to have to wait for each device to turn on in order before you can put the remote down.  The only way to really get around this is to have a different type of input (Bluetooth, RF) or rig up some type of IR relay that passes the signals to a switch system.  But that goes outside the simple setup they have going.    Bottom Line: Aside from these few short comings, the remote performs as expected and definitely does what it's supposed to.  Also, if you are into tinkering and adding IR receivers to things, it certainly will work.  For instance I plan on incorporating one into my bass shaker amp for the transducers I have attached to my living room furniture.",0.995,positive
"Cheetah APTMM2B TV Wall Mount for 20-75"" TVs up to VESA 600 and 165lbs, and fits 16” And 24” Wall Studs, and includes a Tilt TV Bracket, a 10' Twisted Veins HDMI Cable and a 6"" 3-Axis Magnetic Bubble Level",Electronics,3,Tilt is not as good as advertised and the screws are so in the stud so tight I can't get it back out to return. So I am stuck.,-0.6878,negative
Sennheiser Twist-To-Fit Stereo Sport Earbuds,Electronics,5,The sound quality is good but you can't beat a pair of headphones designed to not fall out during a jog.  I do a decent amount of trail running and had always struggled to find good headphones in the past.  These are great for working  out!,0.8639,positive
Coby 8 GB 1.8-Inch Video MP3 Player with FM Radio,Electronics,5,"This mp3 is one of very high quality and is durabel. I dropped it yesterday and it still works. Also, all of my music does not skip at all(900 songs). And, I still have 4GB left. There are only two things I don't like about it. 1:Only one playlist, and 2: Let's say that an artist sang with another person not in the band. Then, that song would not be listed with the rest of the songs from that album because it had two different artists. All in all, it is a very good product and well worth your money.",0.6228,positive
"Mediabridge - 3.5mm Male To (2) RCA Stereo Audio Cable- Step Down Design accommodates iPhone, iTouch, SmartPhones & MP3 cases",Electronics,5,I stumbled onto this item and since the price was so good (compaired to a local retailer) i read some reviews then placed my order . The item arrived quickly and looks and works great . Also after reading the enclosed information about this companies dedication to customer service and their promise to Never sell to retail (to keep consumer price low) i will always use them in the future . thank you MB. for a great product.,0.9397,positive
AmazonBasics AA NiMH Pre-Charged Rechargeable Batteries,Electronics,5,O.K.,0,neutral
"VonHaus Cantilever TV Wall Mount for 23"" to 56"" LED, LCD, 3D & Plasma TVs",Electronics,1,"poorly made<br />will not hold a 42&#34; tv , started to bend at the joints and if you extend it out well that was just scary to see.<br />maybe good for a 20&#34;",0.3612,positive
SanDisk Sansa View 8 GB Video MP3 Player,Electronics,5,"I did a lot of research before I finally made the decision on buying an mp3 media player. After all my research, the sansa view seemed like the best bang for my bucks. It holds plenty of music, has a decent battery life, and the video player displays a great image. The only con I have about it is that the only way to charge it is through the sync cable it came with. It is hard for it to get a full charge through your usb port on your computer, but that is easily fixed with the belkin charging kit which is only a little over $20. I recommend getting that if you are planning on buying the view. I would definitely recommend the view to anyone looking for a quality mp3 player at a great price. If you have a larger music library, then I would recommend getting the 16 or 32gb version. Overall, I am very satisfied with my puchase.",0.986,positive
Soundcast ICO-411 Outcast (Grey) (Discontinued by Manufacturer),Electronics,5,"I was skeptical at spending this type of $$$ for speakers but I was looking for something I could use in multiple venues, wireless and had good sound quality.  The Outcast out-performed my expectations and is worth every dollar.  I justified spending the $$$ by realizing that I would not need to purchase an amplifier and install speakers in the Patio area or garage and just saving time in the install was reason enough.  Plus, this system works flawlessly with my iPOD as I can goto the previous or next song from the unit at a distance of > 350'.  The sound quality has remained constantly impressive even while I use this piece in my garage which is >100' away from the transmitter (Included).  I have not tested the 350 avertised range but have not needed to go this far.  Also, the battery life is excellent.  I have not tested the 10 hour advertised rate, but have used the Outcast at a loud level poolside for ~7 hours without any fade to volume or sound quality.  This product is the best on the market and should be at $700 but more importantly, these guys got it right when it comes to wireless quality.",0.9848,positive
Clip Plus 4 GB MP3 Player (Black),Electronics,5,I am totally pleased with my purchase.<br />And I bought another one for my father too.<br />We both love it.<br />Small enough to carry everywhere you go and easy to download the files.,0.8832,positive
Pyle Home PHE7AB USB DAC and Portable Headphone Amplifier Black,Electronics,1,I am having the same problem other users are reporting. The inputs start malfunctioning after a while. I have to hold the cord just right for full audio to come through. Pyle will not answer my e-mails at the customer support e-mail they provided.,0,neutral
Tripp Lite Power Cord Extension Cable,Electronics,4,I have put 22 of these units in.  All have had no issues.  None DOA all have been in use for over 6 months.  No issues.  I'll report back when they are over the 1 year mark.<br /><br />I wish the software had more features.<br /><br />I wish the software was better to look at.<br /><br />In other news I have an APC 3000 that has been going strong for 6 years with no issues and no battery replacement needed.,0.7932,positive
"Vmaxtanks Vmaxslr125 AGM Deep Cycle 12v 125ah SLA rechargeable Battery for Use with Pv Solar Panels,Smart chargers wind Turbine and Inverters",Electronics,5,So far so good. I have a small solar system in an off the grid cabbin. Time will tell the full story but I am quite satisfied to date.,0.7701,positive
Tek Pal Remote Control - TEK,Electronics,5,great controller but I recommend cutting off the channel change button and use to remotes for older people.,0.6187,positive
Sony BDV-N7100W 5.1 Channel 3D Blu-ray Disc Home Theater System with Wireless Rear Speakers,Electronics,5,"The first system I was sent was defective. However, I now have a brand new system. This system is awesome and loud. The interface is easy. I don't have a 3d, 4k, or smart tv. My tv is 1080p. The Bluetooth is awesome. I like this surround and the sitting in the theater feeling it gives me.",0.9313,positive
Pioneer SE-D10MT-K Steez Dubstep Headphones with Microphone (Black),Electronics,5,Theses head phones are GREAT! i really like them. They sound just as good as beats and are about 3/4 cheaper. Great sound!,0.9452,positive
HDE 2 Pin Non-Polarized Universal AC Power Cord Figure-Eight Laptop Charger Printer TV PlayStation Video Game Power Supply 5ft Cable,Electronics,5,Cheap and it works. What else could you ask for?,0,neutral
Dual 10 Position 600V 25A Barrier Terminal Strip 2 Pcs,Electronics,3,"This is a lightweight terminal strip.  I prefer terminal strips that are solid bakelite or phenolic plastic.  This terminal strip's plastic mount is hollow and it broke when I put bridging clips which were a little too wide for distance between terminals.  i much prefer the NSI strips.  Here is an example of the type that I prefer: [[ASIN:B00CTZ3QPA NSI Industries TB3096-12 Power Distribution and Terminal Block, Double Row Terminal Block - 9/16\\"" Centers, 600V, 12 Wire Size, 9/16\\"" Center, 7.75\\"" Length, 1-15/16\\"" Width (Pack of 3)]]",-0.7906,negative
"Cmple HDMI Cable, 30 feet",Electronics,4,"Worked fine. The only issue is I guess the refresh rate cannot support 60htz from this long of a distance. Therefore I had to drop it to 30 to get a clear picture without lines. Picture looks fine though, can't tell the difference.",0.2124,positive
T-Power Ac Dc adapter for Beats By Dr Dre BEATBOX Portable/Wireless High Performance Speaker System Replacement switching power supply cord charger wall plug spare,Electronics,1,Horrible . The port is to loose when u plug it into beats box . Won't even charge,-0.7003,negative
